tienda,nombre,precio_actual,precio_anterior,descuento_porcentaje,tamaño_botella,tipo_vino,pais_origen,region_origen,uva_varietal,url_producto,fecha_scraping,tiene_descuento,ml_botella,precio_por_ml,segmento_precio,calidad_datos
Amazon,Kirkland Signature Rioja Reserva 2020,219.0,0.29,,750 ML,Tinto,No especificado,No especificado,No especificado,https://www.amazon.com.mx/Kirkland-Signature-Tinto-Rioja-Reserva/dp/B0F8BS5YXF/ref=sr_1_46_f3_0o_justo?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-46,2025-10-31 01:21:41,False,750.0,0.292,Medio-Bajo,parcial
Amazon,Bread & Butter,233.0,0.31,39.0,750 ML,No especificado,No especificado,"California, EUA",Chardonnay,https://www.amazon.com.mx/Blanco-Bread-Butter-Chardonnay-750ml/dp/B00DW13I12/ref=sr_1_53?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-53,2025-10-31 01:21:46,True,750.0,0.3107,Medio-Bajo,parcial
Amazon,PACK 2 BOTELLAS DE CUATRO SOLES AFRUTADO,235.0,0.16,10.0,1500000 ML,No especificado,No especificado,No especificado,No especificado,https://www.amazon.com.mx/PACK-BOTELLAS-CUATRO-SOLES-AFRUTADO/dp/B08T6C3SV2/ref=sr_1_11?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-11,2025-10-31 01:21:13,True,1500000.0,0.0002,Medio-Bajo,parcial
Amazon,Jp Chenet Classic,275.0,0.37,,750 ML,Tinto,No especificado,No especificado,Merlot,https://www.amazon.com.mx/Tinto-Jp-Chenet-Classic-Merlot/dp/B003CG2NI6/ref=sr_1_45?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-45&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:40,False,750.0,0.3667,Medio-Bajo,parcial
Amazon,Apothic red 750,296.1,0.39,10.0,750000 ML,Tinto,No especificado,No especificado,No especificado,https://www.amazon.com.mx/Vino-Tinto-Apothic-Red-750/dp/B006AKN4LG/ref=sr_1_43?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-43&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:37,True,750000.0,0.0004,Medio-Bajo,parcial
Amazon,Portillo,309.0,25.75,,750 ML,Tinto,No especificado,Argentina,Malbec,https://www.amazon.com.mx/Tin-Portillo-Malbec-750/dp/B07LFKZT69/ref=sr_1_34?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-34&ufe=app_do%3Aamzn1.fos.db4f1a57-87f1-43c5-9a39-0cdca6036b57,2025-10-31 01:21:32,False,750.0,0.412,Medio,parcial
Amazon,Portillo,309.0,0.41,10.0,750 ML,Tinto,No especificado,Argentina,Merlot,https://www.amazon.com.mx/Vino-Tinto-Portillo-Merlot-750/dp/B00QLIQJ1Y/ref=sr_1_55?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-55&ufe=app_do%3Aamzn1.fos.db4f1a57-87f1-43c5-9a39-0cdca6036b57,2025-10-31 01:21:48,True,750.0,0.412,Medio,parcial
Amazon,Casal Mendes Espumoso Refrescante Frutal Notas De Piña Y Plátano Ideal Para Mariscos Pescados Bebidas Cócteles Cuerpo Equilibrado Alta Calidad Innovador Versátil,321.3,0.43,,750 ML,Rosado,No especificado,Europa,No especificado,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTozNjgwMzk2MDY0MDM3MDY6MTc2MTg5NTI1NjpzcF9idGY6MzAwNjk1MjI2OTc0NTAyOjowOjo&url=%2FCasal-Mendes-Refrescante-Equilibrado-Innovador%2Fdp%2FB0DP5FZ7C9%2Fref%3Dsr_1_59_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1761895256%26sr%3D8-59-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-10-31 01:21:51,False,750.0,0.4284,Medio,parcial
Amazon,MARTINI Espumoso Asti de Frescura y Calidad Producto de la familia Bacardí,334.0,0.45,35.0,750 ML,No especificado,No especificado,No especificado,No especificado,https://www.amazon.com.mx/Vino-Espumoso-Martini-Asti-750/dp/B017HJBZ3W/ref=sr_1_30?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-30&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:29,True,750.0,0.4453,Medio,parcial
Amazon,ESPUMOSO MARTINI PROSECCO Espumoso Frescura y Calidad Producto de la familia BacardíMartini Prosecco 750 ml,334.0,0.45,35.0,750 ML,No especificado,No especificado,No especificado,No especificado,https://www.amazon.com.mx/MARTINI-Prosecco-Espumoso-Frescura-Producto/dp/B00BUZHWJ6/ref=sr_1_54?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-54&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:47,True,750.0,0.4453,Medio,parcial
Amazon,Monte Xanic Calixa,376.0,0.5,27.0,750 ML,Tinto,No especificado,No especificado,Syrah,https://www.amazon.com.mx/Monte-Xanic-Calixa-Syrah-tinto/dp/B087MXX9QH/ref=sr_1_44?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-44&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:39,True,750.0,0.5013,Medio,parcial
Amazon,Bread & Butter,379.0,0.51,10.0,750 ML,No especificado,No especificado,"California, EUA",Cabernet Sauvignon,https://www.amazon.com.mx/Bread-Butter-Cabernet-Sauvignon/dp/B08TX6FYYP/ref=sr_1_28?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-28,2025-10-31 01:21:26,True,750.0,0.5053,Medio,parcial
Amazon,Bread & Butter,379.0,0.51,10.0,750 ML,No especificado,No especificado,América,Pinot Noir,https://www.amazon.com.mx/Bread-Butter-Pinot-Noir-750ml/dp/B01KW71FJA/ref=sr_1_56?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-56,2025-10-31 01:21:48,True,750.0,0.5053,Medio,parcial
Amazon,Stella Rosa Black - -,380.0,0.51,11.0,750 ML,Tinto,No especificado,No especificado,No especificado,https://www.amazon.com.mx/Vino-Stella-Rosa-Black-Tinto/dp/B01N1N9IJN/ref=sr_1_33?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-33&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:30,True,750.0,0.5067,Medio,parcial
Amazon,Casa Madero 2V Chenin Blanc -,420.0,0.56,,750 ML,Blanco,No especificado,No especificado,Chardonnay,https://www.amazon.com.mx/Blanco-Casa-Madero-Chardonnay-Chenin/dp/B07G7XCJS2/ref=sr_1_40?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-40&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:36,False,750.0,0.56,Medio,parcial
Amazon,Mariatinto - Línea Sang Bleu Francia 2022 - Elaborado con Uvas y Cinsault - Contenido: 1 botella de 750 mililitros,421.6,0.56,15.0,750000 ML,Tinto,No especificado,No especificado,Syrah,https://www.amazon.com.mx/Mariatinto-Elaborado-Grenache-Contenido-mililitros/dp/B0CLHCDZV8/ref=sr_1_42?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-42,2025-10-31 01:21:39,True,750000.0,0.0006,Medio,parcial
Amazon,PACK 3 BOTELLAS CUATRO SOLES (CABERNET ZINFANDEL),449.0,0.2,10.0,2250000 ML,No especificado,No especificado,No especificado,Merlot,https://www.amazon.com.mx/BOTELLAS-CUATRO-SOLES-CABERNET-ZINFANDEL/dp/B08T5VN86Z/ref=sr_1_14?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-14,2025-10-31 01:21:16,True,2250000.0,0.0002,Medio,parcial
Amazon,Motto Backbone California,455.0,0.61,,750 ML,Tinto,No especificado,No especificado,Cabernet Sauvignon,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTozNjgwMzk2MDY0MDM3MDY6MTc2MTg5NTI1NjpzcF9hdGY6MzAwNTQyNzg2NTkyNjAyOjowOjo&url=%2FMotto-Backbone-Cabernet-Sauvignon%2Fdp%2FB09P4FQTLC%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1761895256%26sr%3D8-3-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,2025-10-31 01:21:07,False,750.0,0.6067,Medio,parcial
Amazon,- Ensamble Arenal,475.0,0.63,,750 ML,Tinto,No especificado,No especificado,No especificado,https://www.amazon.com.mx/Vino-tinto-Ensamble-Arenal-750/dp/B088GM2ZVM/ref=sr_1_35?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-35&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:33,False,750.0,0.6333,Medio,parcial
Amazon,Tablas,500.0,0.67,,750 ML,Tinto,No especificado,No especificado,Tempranillo,https://www.amazon.com.mx/Tablas-Vino-Tinto-Tempranillo-750ml/dp/B0DK43FLVC/ref=sr_1_51_f3_0o_justo?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-51,2025-10-31 01:21:44,False,750.0,0.6667,Medio-Alto,parcial
Amazon,BALERO - Balero Elaborado con Uvas Merlot Grenache y Marselan Contenido: 1 botella de 750 mililitros Región: Baja California,509.0,0.68,5.0,750000 ML,Tinto,México,No especificado,Cabernet Sauvignon,https://www.amazon.com.mx/BALERO-Elaborado-Sauvignon-mililitros-California/dp/B07FKXBWZ3/ref=sr_1_19?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-19&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:21,True,750000.0,0.0007,Medio-Alto,completo
Amazon,Casa Madero 3V Elaborado con Uvas Merlot y Tempranillo Contenido: 1 Botella de 750 Mililitros,515.0,0.69,,1000 ML,Tinto,México,No especificado,Cabernet Sauvignon,https://www.amazon.com.mx/Madero-Cabernet-Sauvignon-Merlot-Tempranillo/dp/B07H64GTCH/ref=sr_1_6?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg&dib_tag=se&keywords=vino&qid=1761895256&sr=8-6&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 01:21:10,False,1000.0,0.515,Medio-Alto,completo
Amazon,Marques de Griñon El Rincon DO Madrid,684.0,0.91,,No especificado,Tinto,No especificado,Madrid,No especificado,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTozNjgwMzk2MDY0MDM3MDY6MTc2MTg5NTI1NjpzcF9tdGY6MzAwNDM3MjM5OTA2NDAyOjowOjo&url=%2FMarques-Gri%25C3%25B1on-El-Rincon-Madrid%2Fdp%2FB076F8WM3B%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zGmJIo0iB9IUA2xIr0wc4A7dNKbT-YOCmkBYcCtPfUKPzg5M_DH6SDTLIyf1-O3zrf16fy6ZsZI81XmAV3h5KDJQZ_2K9TsYo0m2L5lFFvU1kg1bzaT0vr_5F9-8fwtBRS75jFF4ZUll1M_L1fcc2eBcH7FqXGRsy2j3-oQDvAtJvFpUcNTzOMD_FhQ0K50j65zDTojdzyaU4Uy_Kt6TelSH_swigY4_kGgrkKTSmfUGBR1FDK60zLiWxgoC___1cdjzOSgDCKIGEnK4VtF0Tqo.Hl7a2R1sl0nV4X9v0CuQeaHZezh_JhGYvWKLIq5BcMg%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1761895256%26sr%3D8-23-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-10-31 01:21:23,False,,,Medio-Alto,parcial
