tienda,nombre,precio_actual,precio_anterior,descuento_porcentaje,tamaño_botella,tipo_vino,pais_origen,region_origen,uva_varietal,url_producto,fecha_scraping,tiene_descuento,ml_botella,precio_por_ml,segmento_precio
Amazon,Santa Rita Tres Medallas,73.0,0.1,39.0,750 ML,Tinto,,"Valle Central, Chile",Merlot,https://www.amazon.com.mx/Tinto-Santa-Rita-Medallas-Merlot/dp/B09BHFRH23/ref=sr_1_12?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-12,2025-10-31 20:41:24,True,750.0,0.0973,Económico
Amazon,Santa Rita Tres Medallas,73.0,73.0,39.0,750 ML,Tinto,,América del Sur,Cabernet Sauvignon,https://www.amazon.com.mx/Santa-Rita-Medallas-Cabernet-Sauvignon/dp/B09B8M5Z6X/ref=sr_1_25?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-25,2025-10-31 20:41:45,True,750.0,0.0973,Económico
Amazon,Gato Negro,77.0,0.1,,750 ML,Blanco,,,Chardonnay,https://www.amazon.com.mx/Vino-Blanco-Chardonnay-Gato-Negro/dp/B07G75Q9TL/ref=sr_1_33?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-33,2025-10-31 20:42:00,False,750.0,0.1027,Económico
Amazon,CUATRO SOLES AFRUTADO SEMIDULCE,83.0,83.0,34.0,750 ML,Tinto,,,,https://www.amazon.com.mx/TINTO-AFRUTADO-SEMIDULCE-CUATRO-SOLES/dp/B0883CTW1L/ref=sr_1_7?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-7,2025-10-31 20:41:14,True,750.0,0.1107,Económico
Amazon,Knock Knock Red Blend,89.25,0.12,25.0,750 ML,,,España,,https://www.amazon.com.mx/Knock-Red-Blend-750/dp/B0DGRM87RT/ref=sr_1_13?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-13,2025-10-31 20:41:23,True,750.0,0.119,Económico
Amazon,CUATRO SOLES,96.0,0.13,38.0,750 ML,Tinto,,AMERIICA CENTRAL,Cabernet Sauvignon,https://www.amazon.com.mx/TINTO-CUATRO-SOLES-CABERNET-SAUVIGNON/dp/B0872KXHCK/ref=sr_1_28?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-28,2025-10-31 20:41:50,True,750.0,0.128,Económico
Amazon,Cuatro Soles,96.0,0.13,38.0,750 ML,Tinto,,,Merlot,https://www.amazon.com.mx/Vino-Tinto-Cuatro-Soles-Merlot/dp/B07G2WRBX8/ref=sr_1_39?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-39,2025-10-31 20:42:13,True,750.0,0.128,Económico
Amazon,LAS MORAS,103.0,0.14,31.0,750 ML,Tinto,,,Malbec,https://www.amazon.com.mx/VINO-TINTO-LAS-MORAS-MALBEC/dp/B09122PFC3/ref=sr_1_5?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-5&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:41:11,True,750.0,0.1373,Económico
Amazon,Riunite Lambrusco Rosé,103.0,0.14,35.0,750 ML,,,"Emilia Romagna, Italia",,https://www.amazon.com.mx/Vino-Rosado-Riunite-Lambrusco-Ros%C3%A9/dp/B072534JYY/ref=sr_1_9?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-9,2025-10-31 20:41:18,True,750.0,0.1373,Económico
Amazon,LAS MORAS DULCE,103.0,0.14,42.0,750 ML,Rosado,,,,https://www.amazon.com.mx/LAS-MORAS-VARIETAL-ROSADO-750ML/dp/B0BL24XJ9K/ref=sr_1_11?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-11&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:41:22,True,750.0,0.1373,Económico
Amazon,Riunite Lambrusco,103.0,0.14,35.0,750 ML,,,Europa,,https://www.amazon.com.mx/VINO-TINTO-RIUNITE-LAMBRUSCO-750/dp/B0912TN6F6/ref=sr_1_14?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-14,2025-10-31 20:41:27,True,750.0,0.1373,Económico
Amazon,Las Moras,103.0,0.14,37.0,750 ML,Blanco,,,Sauvignon Blanc,https://www.amazon.com.mx/Blanco-Sauvignon-Finca-Las-Moras/dp/B00O1TNWH4/ref=sr_1_34?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-34&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:42:01,True,750.0,0.1373,Económico
Amazon,Santa Rita Tres Medallas Carmenere,117.0,0.16,10.0,750 ML,Tinto,,"Valle Central, Chile.",,https://www.amazon.com.mx/Tinto-Santa-Rita-Medallas-Carmenere/dp/B08V21WY7T/ref=sr_1_20?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-20,2025-10-31 20:41:38,True,750.0,0.156,Económico
Amazon,Alma Mora,146.0,0.19,36.0,750 ML,Tinto,,,Malbec,https://www.amazon.com.mx/Vino-Tinto-Alma-Mora-Malbec/dp/B00BQX3OCG/ref=sr_1_27?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-27&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:41:50,True,750.0,0.1947,Económico
Amazon,Alma Mora,146.0,0.19,36.0,750 ML,Tinto,,,Cabernet Sauvignon,https://www.amazon.com.mx/Vino-Tinto-Cabernet-Sauvignon-Alma/dp/B07G751FZP/ref=sr_1_41?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-41&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:42:15,True,750.0,0.1947,Económico
Amazon,Los Santos Semidulce España 1 pz,160.0,0.21,,750 ML,Tinto,,,,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTo0OTY3MDEyMDcxMTc0Njc5OjE3NjE5NjQ4NTM6c3BfYnRmOjMwMDg0MjM0MDY4NjEwMjo6MDo6&url=%2FTinto-Santos-Semidulce-Espa%25C3%25B1a-750ml%2Fdp%2FB0DR9TZ3L1%2Fref%3Dsr_1_57_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1761964853%26sr%3D8-57-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-10-31 20:42:42,False,750.0,0.2133,Medio-Bajo
Amazon,BALERO - Media Botella Balero Elaborado con Uvas Merlot Grenache Marselan Contenido por botella: 375 mililitros Región: Baja California,167.45,0.45,15.0,375000 ML,Tinto,México,,Cabernet Sauvignon,https://www.amazon.com.mx/BALERO-Elaborado-Sauvignon-mililitros-California/dp/B08Q4HQR16/ref=sr_1_31?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-31&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:41:55,True,375000.0,0.0004,Medio-Bajo
Amazon,Las Moras Varietal Reserva,178.0,0.24,36.0,750 ML,Tinto,,,Malbec,https://www.amazon.com.mx/Finca-Las-Moras-Reserva-Malbec/dp/B08NFH49HX/ref=sr_1_10?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-10&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:41:19,True,750.0,0.2373,Medio-Bajo
Amazon,Riunite Lambrusco,181.0,0.12,35.0,1500 ML,,,"Emilia Romagna, Italia",,https://www.amazon.com.mx/Vino-Tinto-Riunite-Lambrusco-1500/dp/B0912PFSNQ/ref=sr_1_8?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-8,2025-10-31 20:41:18,True,1500.0,0.1207,Medio-Bajo
Amazon,Intocables Las Moras Black Bot Violeta 750 mll,200.0,0.27,30.0,,Tinto,,,Malbec,https://www.amazon.com.mx/Las-Moras-Black-Malbec-Violeta/dp/B091Y3SDBQ/ref=sr_1_36?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-36&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-31 20:42:06,True,,,Medio-Bajo
Amazon,Kirkland Signature Rioja Reserva 2020,219.0,0.29,,750 ML,Tinto,,,,https://www.amazon.com.mx/Kirkland-Signature-Tinto-Rioja-Reserva/dp/B0F8BS5YXF/ref=sr_1_42_f3_0o_justo?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-42,2025-10-31 20:42:16,False,750.0,0.292,Medio-Bajo
Amazon,PACK 2 BOTELLAS DE CUATRO SOLES AFRUTADO,235.0,0.16,10.0,1500000 ML,,,,,https://www.amazon.com.mx/PACK-BOTELLAS-CUATRO-SOLES-AFRUTADO/dp/B08T6C3SV2/ref=sr_1_16?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-16,2025-10-31 20:41:29,True,1500000.0,0.0002,Medio-Bajo
Amazon,Mucho Más Tempranillo y,250.0,0.33,,750 ML,Tinto,,,Syrah,https://www.amazon.com.mx/Mucho-M%C3%A1s-Tinto-Tempranillo-Syrah/dp/B0DK42NW8H/ref=sr_1_56_f3_0o_justo?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU&dib_tag=se&keywords=vino&qid=1761964853&sr=8-56,2025-10-31 20:42:41,False,750.0,0.3333,Medio-Bajo
Amazon,Azul Dulce Refrescante Casal Mendes Blue Frutado Botella Ideal Mariscos Pastas Postres Baja Acidez Moderno Innovador Frescura Cítrico Bebida Festiva Celebraciones Exclusivo Portugal (750),251.09,0.33,13.0,750 ML,Blanco,,Europa,,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTo0OTY3MDEyMDcxMTc0Njc5OjE3NjE5NjQ4NTM6c3BfYnRmOjMwMDY5NTMwMjcyMzAwMjo6MDo6&url=%2FRefrescante-Casal-Mendes-Innovador-Celebraciones%2Fdp%2FB0DP5BCBVP%2Fref%3Dsr_1_60_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zDMImM95_p_mctTqdXLcO7eznlKgSqjwU9m1Bns6g5ZCzNoU081OT0KITFf4PaP1iU9QkX7OIUgfL8WTXB7SLrXiMlw8oLAEYo73M0w5JjYsyFs5Nx39l0614mPHEsRxVbC3mvvC4FK4StJu-vVqrbtAiu8h_okQ4KWHK9OfPFRHVZpbwiMHsOCEM3qUZQcRkZzDTojdzyaU4Uy_Kt6TelSWXWfWXKKmqemE26YL6VwT4nohHbd3kPhY6_TmhEd0Yg3jsXa1AaYIW3XzARSR6QY.rCjAP3wCxHIKPa_vzPJxHsXR5HHgXQ1JK356fKT9TkU%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1761964853%26sr%3D8-60-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-10-31 20:42:48,True,750.0,0.3348,Medio-Bajo
