tienda,nombre,precio_actual,precio_anterior,descuento_porcentaje,tamaño_botella,tipo_vino,pais_origen,region_origen,uva_varietal,url_producto,fecha_scraping,tiene_descuento,ml_botella,precio_por_ml,segmento_precio
La Europea,Arzuaga Gran Reserva,4357.5,,,750 ML,Tinto,España,Ribera Del Duero,,https://www.laeuropea.com.mx/catalog/product/view/id/3841/s/vt-arzuaga-gran-reserva-750ml-10000001830/category/2/,2025-10-31 20:37:18,False,750.0,5.81,Premium
La Europea,Matarromera Gran Reserva,4475.0,,,750 ML,Tinto,España,Ribera Del Duero,,https://www.laeuropea.com.mx/vt-matarromera-gran-reserva-750ml-10000002187.html,2025-10-31 20:39:21,False,750.0,5.9667,Premium
La Europea,Santa Carolina Herencia Carmenere,4780.26,,,,Tinto,Chile,Valle Del Rapel,,https://www.laeuropea.com.mx/vt-carmenere-santa-carolina-here-750ml-10000005730.html,2025-10-31 20:38:22,False,,,Premium
La Europea,Matarromera Esencia,5821.0,,,750 ML,Tinto,España,,,https://www.laeuropea.com.mx/vt-matarromera-esencia-750ml-10000019572.html,2025-10-31 20:37:41,False,750.0,7.7613,Premium
La Europea,Cobos,5875.59,9792.65,40.0,,Tinto,Argentina,Mendoza,Malbec.,https://www.laeuropea.com.mx/vt-malbec-cobos-750ml-10000004409.html,2025-10-31 20:36:39,True,,,Premium
La Europea,Tr3smano,6295.5,6995.0,10.0,,Tinto,España,Ribera del Duero,Tempranillo,https://www.laeuropea.com.mx/vt-tr3smano-3l-10000010261.html,2025-10-31 20:36:57,True,,,Premium
La Europea,TM,6302.0,,,,Tinto,España,Rioja,Tempranillo,https://www.laeuropea.com.mx/vt-tm-750ml-10000011359.html,2025-10-31 20:36:55,False,,,Premium
La Europea,Contador Bodega,7998.06,13900.0,42.46,,Tinto,España,Rioja,Tempranillo.,https://www.laeuropea.com.mx/vt-contador-750ml-10000005284.html,2025-10-31 20:36:34,True,,,Premium
La Europea,Cobos Chañares Vineyard,9048.17,12925.95,30.0,,Tinto,Argentina,Mendoza,Malbec,https://www.laeuropea.com.mx/vt-malb-cobos-cha-ares-vineyard-750ml-10000010832.html,2025-10-31 20:38:27,True,,,Premium
Soriana,L.A. Cetto,49.0,57.65,15.0,187 ML,Cabernet Sauvignon.,,Valle de Guadalupe,Cabernet Sauvignon,https://www.soriana.com/vino-tinto-l.a.-cetto-cabernet-sauvignon-187-ml/2643396.html,2025-10-31 20:43:44,True,187.0,0.262,Económico
Soriana,L.A. Cetto,59.9,70.47,15.0,187 ML,Rosado,,Valle de Guadalupe,Zinfandel,https://www.soriana.com/vino-rosado-l.a.-cetto-zinfandel-187-ml/376250.html,2025-10-31 20:46:09,True,187.0,0.3203,Económico
Soriana,California,80.9,95.18,15.0,946 ML,Blanco,,California,,https://www.soriana.com/vino-blanco-california-tetra-brik-chenin-blanc-946-ml/11555182.html,2025-10-31 20:45:02,True,946.0,0.0855,Económico
Soriana,California,82.9,97.53,15.0,946 ML,Rosado,,California,Zinfandel,https://www.soriana.com/vino-rosado-california-tetra-brik-zinfandel-946-ml/11554905.html,2025-10-31 20:43:57,True,946.0,0.0876,Económico
Soriana,TOLTEN CARMEN,99.0,116.47,15.0,750 ML,Tinto,,Valle Central,,https://www.soriana.com/vino-tinto-carmen-tolten-carmenere-750-ml/11653613.html,2025-10-31 20:43:23,True,750.0,0.132,Económico
Soriana,Riunite,99.0,116.47,15.0,750 ML,Rosado,Italia,,Lambrusco,https://www.soriana.com/vino-tinto-italiano-borgo-imperiale-lambrusco-frizzante-750ml/11877521.html,2025-10-31 20:45:55,True,750.0,0.132,Económico
Soriana,Riunite,107.0,125.88,15.0,750 ML,Espumoso,,Emilia Romagna,Lambrusco,https://www.soriana.com/vino-espumoso-tinto-riunite-lambrusco-750-ml/297807.html,2025-10-31 20:45:23,True,750.0,0.1427,Económico
Soriana,GAVIOLI,119.0,140.0,15.0,750 ML,Espumoso,Italia,EMILIA ROMAGNA,Lambrusco,https://www.soriana.com/vino-tinto-italiano-lambrusco-emilia-igt-gavioli-750-ml/11654465.html,2025-10-31 20:44:55,True,750.0,0.1587,Económico
Soriana,L.A. Cetto,119.0,140.0,15.0,750 ML,Blanco,México,,Sauvignon Blanc,https://www.soriana.com/vino-blanco-mexicano-l.a.-cetto--sauvignon-blanc-750ml/2089118.html,2025-10-31 20:45:36,True,750.0,0.1587,Económico
Soriana,GAVIOLI,119.0,140.0,15.0,750 ML,Espumoso,,EMILIA ROMAGNA,Lambrusco,https://www.soriana.com/vino-rosado-lambrusco-emilia-igt-gavioli-750-ml/11654462.html,2025-10-31 20:46:35,True,750.0,0.1587,Económico
Soriana,Reservado,125.0,147.06,15.0,750 ML,Blanco,,Valle Central,Sauvignon Blanc,https://www.soriana.com/vino-blanco-concha-y-toro-reservado-sauvignon-blanc-750-ml/481090.html,2025-10-31 20:46:34,True,750.0,0.1667,Económico
Soriana,Caribe,126.0,148.24,15.0,750 ML,Espumoso,,Aguascalientes,Malbec,https://www.soriana.com/vino-espumoso-tinto-coolwine-dulce-malbec-750-ml/11532313.html,2025-10-31 20:45:01,True,750.0,0.168,Económico
Soriana,Knock Knock Fresco y Afrutado Viura,126.0,148.24,15.0,750 ML,Tinto,,Valencia,,https://www.soriana.com/vino-blanco-knock-knock-fresco-y-afrutado-viura-750-ml/11748881.html,2025-10-31 20:46:28,True,750.0,0.168,Económico
Soriana,Reservado,143.0,168.24,15.0,750 ML,Rosado,,Valle Central,Merlot,https://www.soriana.com/vino-rosado-reservado-rose-merlot-750-ml/3003467.html,2025-10-31 20:44:18,True,750.0,0.1907,Económico
Soriana,Reservado,143.0,168.24,15.0,750 ML,Tinto,,Valle Central,Merlot,https://www.soriana.com/vino-tinto-concha-y-toro-reservado-merlot-750-ml/1239972.html,2025-10-31 20:45:23,True,750.0,0.1907,Económico
Soriana,Reservado,143.0,168.24,15.0,750 ML,Tinto,,Valle Central,Cabernet Sauvignon,https://www.soriana.com/vino-tinto-concha-y-toro-reservado-cabernet-sauvignon-750-ml/481091.html,2025-10-31 20:45:36,True,750.0,0.1907,Económico
Soriana,Sangre de Cristo,146.0,171.76,15.0,700 ML,Tinto,,Coahuila,,https://www.soriana.com/vino-tinto-ferrino-sangre-de-cristo-lenoir-700-ml/385998.html,2025-10-31 20:44:40,True,700.0,0.2086,Económico
Soriana,CUATRO SOLES,147.0,172.94,15.0,750 ML,Zinfandel,,Aguascalientes,Zinfandel,https://www.soriana.com/vino-rosado-cuatro-soles-zinfandel-750-ml/11096838.html,2025-10-31 20:43:22,True,750.0,0.196,Económico
Soriana,Finca Las Moras,149.0,175.29,15.0,750 ML,Tinto,,San Juan,Malbec,https://www.soriana.com/vino-tinto-finca-las-moras-malbec-750-ml/1121134.html,2025-10-31 20:43:18,True,750.0,0.1987,Económico
Soriana,Finca Las Moras,149.0,175.29,15.0,750 ML,Tinto,,San Juan,Merlot,https://www.soriana.com/vino-tinto-finca-las-moras-merlot-750-ml/11513508.html,2025-10-31 20:44:41,True,750.0,0.1987,Económico
Soriana,Carlo Rossi,149.0,175.29,15.0,750 ML,Tinto,,California,Syrah,https://www.soriana.com/vino-tinto-carlo-rossi-frescato-syrah-750-ml/1679775.html,2025-10-31 20:44:42,True,750.0,0.1987,Económico
Soriana,Bodegas Chandon,149.0,175.29,15.0,187 ML,Espumoso,,,,https://www.soriana.com/vino-espumoso-chandon-garden-spritz-187ml/11727173.html,2025-10-31 20:45:43,True,187.0,0.7968,Económico
Soriana,L.A. Cetto,149.0,175.29,15.0,750 ML,Rosado,,Valle de Guadalupe,Zinfandel,https://www.soriana.com/vino-rosado-l.a.-cetto-blanc-zinfandel-750-ml/376262.html,2025-10-31 20:46:01,True,750.0,0.1987,Económico
Soriana,Finca Las Moras,149.0,175.29,15.0,750 ML,Rosado,,San Juan,Malbec,https://www.soriana.com/vino-rosado-finca-las-moras-dulce-malbec-750-ml/11326697.html,2025-10-31 20:46:53,True,750.0,0.1987,Económico
Soriana,Coolwine,152.0,178.82,15.0,750 ML,Rosado,México,,,https://www.soriana.com/vino-rosado-mexicano-rosado-coolwine-dulce-750ml/11676929.html,2025-10-31 20:46:29,True,750.0,0.2027,Medio-Bajo
Soriana,Santa Julia,158.0,185.88,15.0,750 ML,Blanco,,Mendoza,Chardonnay,https://www.soriana.com/vino-blanco-santa-julia-coleccion-chenin-chardonnay-750-ml/11441952.html,2025-10-31 20:46:22,True,750.0,0.2107,Medio-Bajo
Soriana,Santa Marta,159.0,187.06,15.0,750 ML,Vino De Mesa,,Douro,,https://www.soriana.com/vino-blanco-caves-santa-marta-touriga-nacional-750-ml/11188489.html,2025-10-31 20:44:26,True,750.0,0.212,Medio-Bajo
Soriana,Santa Julia,159.0,187.06,15.0,750 ML,Rosado,,Mendoza,Malbec,https://www.soriana.com/vino-rosado-santa-julia-sweet-rose-malbec-750-ml/11721686.html,2025-10-31 20:45:09,True,750.0,0.212,Medio-Bajo
Soriana,Riunite,163.0,191.76,15.0,750 ML,Tinto,Italia,Emilia Romagna,,https://www.soriana.com/vino-tinto-italiano-riunite-lancellotta-750ml/11675856.html,2025-10-31 20:45:26,True,750.0,0.2173,Medio-Bajo
Soriana,Diamante,163.0,191.76,15.0,375 ML,Blanco,,La Rioja,,https://www.soriana.com/vino-blanco-diamante-semidulce-viura-375-ml/11232447.html,2025-10-31 20:45:56,True,375.0,0.4347,Medio-Bajo
Soriana,Riunite,165.0,194.12,15.0,750 ML,Espumoso,,Emilia Romagna,Lambrusco,https://www.soriana.com/vino-espumoso-rosado-riunite-lambrusco-750-ml/11240421.html,2025-10-31 20:43:10,True,750.0,0.22,Medio-Bajo
Soriana,María 1926,169.0,198.82,15.0,1500 ML,,,España,,https://www.soriana.com/sangria-espanola-maria-1926-1.5lt/11696322.html,2025-10-31 20:43:17,True,1500.0,0.1127,Medio-Bajo
Soriana,Trapiche,169.0,198.82,15.0,750 ML,Blanco,,Mendoza,Chardonnay,https://www.soriana.com/vino-blanco-trapiche-chardonnay-750-ml/11475510.html,2025-10-31 20:44:34,True,750.0,0.2253,Medio-Bajo
Soriana,Maravides,169.0,198.82,15.0,750 ML,Tinto,,Castilla,Syrah,https://www.soriana.com/vino-tinto-maravides-crianza-syrah-750-ml/11201240.html,2025-10-31 20:45:17,True,750.0,0.2253,Medio-Bajo
Soriana,Vinicola Decordi,169.0,198.82,15.0,750 ML,Espumoso,Italia,,Moscatel,https://www.soriana.com/vino-espumoso-italiano-collezione-21-moscato-blu-750ml/11824853.html,2025-10-31 20:45:48,True,750.0,0.2253,Medio-Bajo
Soriana,Riunite,170.0,200.0,15.0,750 ML,Espumoso,,Emilia Romagna,Moscatel,https://www.soriana.com/vino-espumoso-blanco-riunite-moscato-750-ml/11240420.html,2025-10-31 20:46:15,True,750.0,0.2267,Medio-Bajo
Soriana,La Redonda,175.0,205.88,15.0,750 ML,Rosado,,Querétaro,,https://www.soriana.com/vino-rosado-la-redonda-ruby-750-ml/11566354.html,2025-10-31 20:45:35,True,750.0,0.2333,Medio-Bajo
Soriana,Carmen,179.0,210.59,15.0,750 ML,Tinto,,Valle Central,Merlot,https://www.soriana.com/vino-tinto-carmen-premier-1850-merlot-750-ml/11714308.html,2025-10-31 20:45:52,True,750.0,0.2387,Medio-Bajo
Soriana,GAVIOLI,179.0,210.59,15.0,750 ML,Espumoso,,EMILIA ROMAGNA,Lambrusco,https://www.soriana.com/vino-tinto-lambrusco-grasparossa-di-castelvetro-doc-gavioli-750-ml/11654466.html,2025-10-31 20:46:29,True,750.0,0.2387,Medio-Bajo
Soriana,L.A. Cetto,185.0,217.65,15.0,750 ML,Blanco,,Valle de Guadalupe,,https://www.soriana.com/vino-blanco-l.a.-cetto-chenin-blanc-750-ml/376260.html,2025-10-31 20:43:37,True,750.0,0.2467,Medio-Bajo
Soriana,Marca Propia Soriana,189.0,,,4000 ML,Pinturas,,,,https://www.soriana.com/pintura-blanco-4-lt-precissimo/11780532.html,2025-10-31 20:43:10,False,4000.0,0.0473,Medio-Bajo
Soriana,Umberto Cesari,189.0,222.35,15.0,750 ML,Espumoso,,Emilia Romana,Lambrusco,https://www.soriana.com/vino-espumoso-tinto-umberto-cesari-emilia-lambrusco-750-ml/11270639.html,2025-10-31 20:44:49,True,750.0,0.252,Medio-Bajo
Soriana,Panul,189.0,222.35,15.0,750 ML,Blanco,Chile,Valle de Curico,Chardonnay,https://www.soriana.com/vino-blanco-chileno-panul-reserva-especial-chardonnay-750ml/11655446.html,2025-10-31 20:44:49,True,750.0,0.252,Medio-Bajo
Soriana,Panul,189.0,222.35,15.0,750 ML,Tinto,Chile,Valle de Colchagua,Carménère,https://www.soriana.com/vino-tinto-chileno-panul-reserva-especial-carmenere-750ml/11654856.html,2025-10-31 20:46:15,True,750.0,0.252,Medio-Bajo
Soriana,Barefoot,194.0,228.24,15.0,750 ML,Rosado,,California,,https://www.soriana.com/vino-rosado-barefoot-pink-moscato-750-ml/11270571.html,2025-10-31 20:45:36,True,750.0,0.2587,Medio-Bajo
Soriana,Vinicola Decordi,199.0,234.12,15.0,750 ML,Espumoso,Italia,,Glera,https://www.soriana.com/vino-espumoso-italiano-collezione-21-prosecco-extra-seco-750ml/11824849.html,2025-10-31 20:43:17,True,750.0,0.2653,Medio-Bajo
Soriana,Santa Rita,199.0,234.12,15.0,750 ML,Blanco,,Valle Central,Zinfandel,https://www.soriana.com/vino-rosado-santa-rita-120-white-zinfandel-750-ml/11720788.html,2025-10-31 20:44:12,True,750.0,0.2653,Medio-Bajo
Soriana,GAVIOLI,199.0,234.12,15.0,750 ML,Espumoso,,PIEMONTE,Moscatel,https://www.soriana.com/vino-blanco-espumoso-asti-docg-gavioli-750-ml/11654457.html,2025-10-31 20:44:54,True,750.0,0.2653,Medio-Bajo
Soriana,Splendis,199.0,234.12,15.0,750 ML,Espumoso,,Castilla,Tempranillo,https://www.soriana.com/vino-espumoso-rosado-splendis-cuvee-rose-tempranillo-750-ml/11141554.html,2025-10-31 20:45:42,True,750.0,0.2653,Medio-Bajo
Soriana,Riunite,199.0,234.12,15.0,750 ML,Espumoso,,Emilia Romagna,Cabernet Sauvignon,https://www.soriana.com/vino-espumoso-blanco-riunite-sauvignon-750-ml/569428.html,2025-10-31 20:45:48,True,750.0,0.2653,Medio-Bajo
Soriana,Gallo Family,199.0,234.12,15.0,750 ML,Espumoso,,California,Zinfandel,https://www.soriana.com/vino-rosado-gallo-family-zinfandel-750-ml/299500.html,2025-10-31 20:45:48,True,750.0,0.2653,Medio-Bajo
Soriana,Chambrule,200.0,235.29,15.0,750 ML,Espumoso,,Valle de Guadalupe,Chardonnay,https://www.soriana.com/vino-espumoso-blanco-champbrule-brut-chardonnay-750-ml/376290.html,2025-10-31 20:46:09,True,750.0,0.2667,Medio-Bajo
Soriana,Trapiche,209.0,245.88,15.0,750 ML,Rosado,,Mendoza,Malbec,https://www.soriana.com/vino-rosado-trapiche-rose-malbec-750-ml/11650850.html,2025-10-31 20:44:48,True,750.0,0.2787,Medio-Bajo
Soriana,Picabuey Blend,209.0,245.88,15.0,750 ML,Tinto,,,Blend,https://www.soriana.com/vino-tinto-picabuey-blend-750ml/11712929.html,2025-10-31 20:46:21,True,750.0,0.2787,Medio-Bajo
Soriana,Sol y Nieve,209.0,245.88,15.0,750 ML,Blanco,,Rueda,,https://www.soriana.com/vino-blanco-sol-y-nieve-750-ml/11591451.html,2025-10-31 20:46:48,True,750.0,0.2787,Medio-Bajo
Soriana,Riunite,209.0,245.88,15.0,750 ML,Espumoso,,Emilia Romagna,Lambrusco,https://www.soriana.com/vino-espumoso-tinto-riunite-vibrante-lambrusco-750-ml/1497624.html,2025-10-31 20:46:52,True,750.0,0.2787,Medio-Bajo
Soriana,Baron D Arignac,225.0,264.71,15.0,750 ML,Espumoso,,,,https://www.soriana.com/vino-espumoso-blanco-baron-darignac-blend-airen-750-ml/11230755.html,2025-10-31 20:45:28,True,750.0,0.3,Medio-Bajo
Soriana,Riunite,229.0,269.41,15.0,187 ML,Espumoso,,Emilia Romagna,Lambrusco,https://www.soriana.com/vino-espumoso-rosado-riunite-rose-lambrusco-187-ml-4-piezas/11240422.html,2025-10-31 20:44:55,True,187.0,1.2246,Medio-Bajo
Soriana,GAVIOLI,229.0,269.41,15.0,750 ML,Espumoso,,PIEMONTE,Moscatel,https://www.soriana.com/vino-rosado-moscato-gavioli-750-ml/11654463.html,2025-10-31 20:45:24,True,750.0,0.3053,Medio-Bajo
Soriana,Riunite,229.0,269.41,15.0,187 ML,Espumoso,,Emilia Romagna,Lambrusco,https://www.soriana.com/vino-espumoso-tinto-riunite-lambrusco-187-ml-4-piezas/3026321.html,2025-10-31 20:45:36,True,187.0,1.2246,Medio-Bajo
Soriana,Casillero Del Diablo,235.0,276.47,15.0,750 ML,Tinto,,Valle Central,Merlot,https://www.soriana.com/vino-tinto-casillero-del-diablo-reserva-merlot-750-ml/566493.html,2025-10-31 20:43:30,True,750.0,0.3133,Medio-Bajo
Soriana,Casillero Del Diablo,235.0,276.47,15.0,750 ML,Rosado,,Valle Central,,https://www.soriana.com/vino-rosado-casillero-del-diablo-rose-750-ml/11356376.html,2025-10-31 20:45:43,True,750.0,0.3133,Medio-Bajo
Soriana,Estancia Mendoza,249.0,292.94,15.0,750 ML,Espumoso,Argentina,,,https://www.soriana.com/vino-espumoso-argentino-estancia-mendoza-extra-brut-750ml/11719181.html,2025-10-31 20:43:11,True,750.0,0.332,Medio-Bajo
Soriana,Carmen,249.0,292.94,15.0,750 ML,Espumoso,Chile,,,https://www.soriana.com/vino-espumoso-chileno-frida-kahlo-cuvee-brut-750ml/11714337.html,2025-10-31 20:43:42,True,750.0,0.332,Medio-Bajo
Soriana,Francois Martenot,249.0,292.94,15.0,750 ML,Blanco,,Borgoña,,https://www.soriana.com/vino-blanco-francois-martenot-gamay-gamay-750-ml/11791290.html,2025-10-31 20:43:50,True,750.0,0.332,Medio-Bajo
Soriana,FANTINI,249.0,292.94,15.0,750 ML,Blanco,,Toscana,,https://www.soriana.com/vino-blanco-fantini-igt-pinot-grigio-750-ml/11721682.html,2025-10-31 20:43:50,True,750.0,0.332,Medio-Bajo
Soriana,Doña Paula,249.0,292.94,15.0,750 ML,Blanco,,Mendoza,Sauvignon Blanc,https://www.soriana.com/vino-blanco-dona-paula-los-cardos-sauvignon-blanc-750-ml/11690607.html,2025-10-31 20:44:04,True,750.0,0.332,Medio-Bajo
Soriana,Cavall Rose,249.0,292.94,15.0,750 ML,Rosado,,Delicias,Zinfandel,https://www.soriana.com/vino-rosado-cavall-rose-zinfandel-750-ml/11816425.html,2025-10-31 20:44:25,True,750.0,0.332,Medio-Bajo
Soriana,Estancia Mendoza,249.0,292.94,15.0,750 ML,Espumoso,Argentina,,,https://www.soriana.com/vino-espumoso-argentino-estancia-mendoza-brut-rose-750ml/11719183.html,2025-10-31 20:46:03,True,750.0,0.332,Medio-Bajo
Soriana,Emilia,249.0,292.94,15.0,1500 ML,Tinto,,,Lambrusco,https://www.soriana.com/vino-tinto-lambrusco-emilia-1.5-lt/11704350.html,2025-10-31 20:46:28,True,1500.0,0.166,Medio-Bajo
Soriana,Casillero Del Diablo,259.0,304.71,15.0,750 ML,Blanco,,Valle Central,Sauvignon Blanc,https://www.soriana.com/vino-blanco-casillero-del-diablo-reserva-sauvignon-blanc-750-ml/11356377.html,2025-10-31 20:43:10,True,750.0,0.3453,Medio-Bajo
Soriana,Riunite,259.0,304.71,15.0,1500 ML,Rosado,Italia,,Lambrusco,https://www.soriana.com/vino-rosado-italiano-riunite-lambrusco-rose-1.5l/11705004.html,2025-10-31 20:43:17,True,1500.0,0.1727,Medio-Bajo
Soriana,Cinzano,259.0,304.71,15.0,750 ML,Espumoso,,,,https://www.soriana.com/vino-espumoso-cinzano-to-spritz-750-ml/11673818.html,2025-10-31 20:46:01,True,750.0,0.3453,Medio-Bajo
Soriana,Norton,265.0,311.76,15.0,750 ML,Blanco,,Mendoza,,https://www.soriana.com/vino-blanco-norton-coleccion-torrontes-750-ml/11651068.html,2025-10-31 20:44:25,True,750.0,0.3533,Medio-Bajo
Soriana,Riunite,279.0,328.24,15.0,1500 ML,Espumoso,,Emilia Romagna,Lambrusco,https://www.soriana.com/vino-espumoso-tinto-riunite-lambrusco-1.5-l/3027411.html,2025-10-31 20:44:33,True,1500.0,0.186,Medio-Bajo
Soriana,ESTANCIA MENDOZA,279.0,328.24,15.0,750 ML,Tinto,,Mendoza,Malbec,https://www.soriana.com/vino-tinto-estancia-mendoza-malbec-750-ml/11655786.html,2025-10-31 20:45:43,True,750.0,0.372,Medio-Bajo
Soriana,Bornos,279.0,328.24,15.0,750 ML,Espumoso,,Valladolid,Verdejo,https://www.soriana.com/vino-espumoso-blanco-bornos-frizzante-verdejo-verdejo-750-ml/11477001.html,2025-10-31 20:46:14,True,750.0,0.372,Medio-Bajo
Soriana,André,279.0,328.24,15.0,750 ML,Espumoso,Estados Unidos,,,https://www.soriana.com/vino-espumoso-americano--andre-blend-750ml/1185345.html,2025-10-31 20:46:21,True,750.0,0.372,Medio-Bajo
Soriana,Bornos,279.0,328.24,15.0,750 ML,Espumoso,,Valladolid,Tempranillo,https://www.soriana.com/vino-espumoso-rosado-bornos-frizzante-rosado-tempranillo-750-ml/11477000.html,2025-10-31 20:46:48,True,750.0,0.372,Medio-Bajo
Soriana,Beringer Main & Vine,288.0,338.82,15.0,750 ML,Blanco,,California,Moscatel,https://www.soriana.com/vino-blanco-beringer-main-vine-moscatel-750-ml/11164280.html,2025-10-31 20:45:10,True,750.0,0.384,Medio-Bajo
Soriana,Beringer Main & Vine,288.0,338.82,15.0,750 ML,Blanco,,California,Chardonnay,https://www.soriana.com/vino-blanco-beringer-main-vine-chardonnay-750-ml/11164281.html,2025-10-31 20:46:02,True,750.0,0.384,Medio-Bajo
Soriana,Robert Mondavi Woodbridge,289.0,340.0,15.0,750 ML,Blanco,Estados Unidos,California,Chardonnay,https://www.soriana.com/vino-blanco-americano-robert-mondavi-woodbridge-chardonnay-750ml/11720713.html,2025-10-31 20:44:56,True,750.0,0.3853,Medio-Bajo
Soriana,Riunite,289.0,340.0,15.0,1500 ML,Tinto,Italia,Emilia Romagna,,https://www.soriana.com/vino-tinto-italiano-riunite-lancellotta-1.5lt/11749530.html,2025-10-31 20:45:24,True,1500.0,0.1927,Medio-Bajo
Soriana,Robert Mondavi Woodbridge,289.0,340.0,15.0,750 ML,Blanco,Estados Unidos,California,Sauvignon Blanc,https://www.soriana.com/vino-blanco-americano-robert-mondavi-woodbridge--sauvignon-blanc-750ml/11720714.html,2025-10-31 20:46:23,True,750.0,0.3853,Medio-Bajo
Soriana,Santo Tomás,295.0,347.06,15.0,750 ML,Rosado,,Baja California,,https://www.soriana.com/vino-rosado-santo-tomas-garnacha-750-ml/2425930.html,2025-10-31 20:43:44,True,750.0,0.3933,Medio-Bajo
Soriana,Carmen,299.0,351.76,15.0,750 ML,Blanco,,Valle Central,Chardonnay,https://www.soriana.com/vino-blanco-carmen-gran-reserva-chardonnay-750-ml/11714301.html,2025-10-31 20:43:30,True,750.0,0.3987,Medio-Bajo
Soriana,Los Helechos Reserva,299.0,351.76,15.0,750 ML,Tinto,,Mendoza,Malbec,https://www.soriana.com/vino-tinto-los-helechos-reserva-malbec-750-ml/11716920.html,2025-10-31 20:43:37,True,750.0,0.3987,Medio-Bajo
Soriana,Taylor's,299.0,351.76,15.0,500 ML,Blanco,,Douro - Porto,,https://www.soriana.com/vino-blanco-portugues-oporto-taylors-fine-white-500ml/11655882.html,2025-10-31 20:43:50,True,500.0,0.598,Medio-Bajo
Soriana,Panul,299.0,351.76,15.0,750 ML,Tinto,Chile,,Cabernet Sauvignon,https://www.soriana.com/vino-tinto-chileno-panul-organico-cabernet-sauvignon-750ml/11655549.html,2025-10-31 20:44:19,True,750.0,0.3987,Medio-Bajo
Soriana,Los Helechos,299.0,351.76,15.0,750 ML,Blanco,,Mendoza,Chardonnay,https://www.soriana.com/vino-blanco-los-helechos-reserva-chardonnay-750-ml/11716918.html,2025-10-31 20:44:41,True,750.0,0.3987,Medio-Bajo
Soriana,Orot Joven,299.0,351.76,15.0,750 ML,Tinto,España,Toro,,https://www.soriana.com/vino-tinto-espanol-orot-joven-750ml/11734827.html,2025-10-31 20:45:02,True,750.0,0.3987,Medio-Bajo
Soriana,FAUSTINO,299.0,351.76,15.0,750 ML,Tinto,España,Ribera del Duero,Tempranillo,https://www.soriana.com/vino-tinto-espanol-faustino-crianza-750ml/11270911.html,2025-10-31 20:45:24,True,750.0,0.3987,Medio-Bajo
Soriana,Dark Horse,305.0,358.82,15.0,750 ML,Blanco,,California,Chardonnay,https://www.soriana.com/vino-blanco-dark-horse-chardonnay-750-ml/11650847.html,2025-10-31 20:45:31,True,750.0,0.4067,Medio
Soriana,Finca Iriarte,315.0,370.59,15.0,750 ML,Tinto,,La Rioja,Tempranillo,https://www.soriana.com/vino-tinto-finca-iriarte-tempranillo-750-ml/11569294.html,2025-10-31 20:43:30,True,750.0,0.42,Medio
Soriana,Maschio Prosecco Rose Extra Dry,315.0,370.59,15.0,750 ML,Espumoso,Italia,,,https://www.soriana.com/vino-espumoso-italiano-maschio-prosecco-rose-extra-dry-750ml/11705005.html,2025-10-31 20:45:16,True,750.0,0.42,Medio
Soriana,Martini,315.0,370.59,15.0,750 ML,Espumoso,,Veneto,,https://www.soriana.com/vino-espumoso-prosseco-martini-asti-750-ml/11270550.html,2025-10-31 20:46:42,True,750.0,0.42,Medio
Soriana,Salentein,319.0,375.29,15.0,750 ML,Tinto,,Mendoza,Malbec,https://www.soriana.com/vino-tinto-salentein-portillo-malbec-750-ml/11232002.html,2025-10-31 20:45:10,True,750.0,0.4253,Medio
Soriana,Marques De Riscal,331.0,389.41,15.0,750 ML,Verdejo,,La Rioja,Verdejo,https://www.soriana.com/vino-blanco-marques-de-riscal-verdejo-750-ml/482192.html,2025-10-31 20:45:02,True,750.0,0.4413,Medio
Soriana,Woodbridge,335.0,394.12,15.0,750 ML,Tinto,,California,Cabernet Sauvignon,https://www.soriana.com/vino-tinto-woodbridge-cabernet-sauvignon-750-ml/11165696.html,2025-10-31 20:44:34,True,750.0,0.4467,Medio
Soriana,Freixenet,335.0,394.12,15.0,750 ML,Blanco,España,,Sauvignon Blanc,https://www.soriana.com/vino-blanco-espanol-freixenet--sauvignon-blanc-750ml/11688510.html,2025-10-31 20:46:09,True,750.0,0.4467,Medio
Soriana,Gran Sangre De Toro,335.0,394.12,15.0,750 ML,Tinto,,Cataluña,,https://www.soriana.com/vino-tinto-torres-gran-sangre-de-toro-reserva-garnacha-750-ml/481917.html,2025-10-31 20:46:42,True,750.0,0.4467,Medio
Soriana,Freixenet,335.0,394.12,15.0,750 ML,Rosado,,,,https://www.soriana.com/freixenet-rosado-pza/11688511.html,2025-10-31 20:46:48,True,750.0,0.4467,Medio
Soriana,Apothic Rosé,338.0,397.65,15.0,750 ML,Rosado,,California,Tempranillo,https://www.soriana.com/vino-rosado-apothic-rose-tempranillo-750-ml/11650776.html,2025-10-31 20:45:05,True,750.0,0.4507,Medio
Soriana,J.P. Chenet,339.0,398.82,15.0,750 ML,Rosado,,,,https://www.soriana.com/vino-rosado-j.p.-chenet-750-ml/11475511.html,2025-10-31 20:43:23,True,750.0,0.452,Medio
Soriana,Trio,339.0,398.82,15.0,750 ML,Blanco,,Valle Central,Chardonnay,https://www.soriana.com/vino-blanco-trio-reserva-premium-blend-chardonnay-750-ml/3004021.html,2025-10-31 20:43:23,True,750.0,0.452,Medio
