tienda,nombre,precio_actual,precio_anterior,descuento_porcentaje,tamaño_botella,tipo_vino,pais_origen,region_origen,uva_varietal,url_producto,fecha_scraping,tiene_descuento,ml_botella,precio_por_ml,segmento_precio,calidad_datos
Amazon,Las Moras Varietal Reserva,207.35,0.28,26.0,750 ML,Tinto,No especificado,No especificado,Malbec,https://www.amazon.com.mx/Finca-Las-Moras-Reserva-Malbec/dp/B08NFH49HX/ref=sr_1_25?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-25&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-04 02:36:35,True,750.0,0.2765,Medio-Bajo,parcial
Amazon,Strongbow Sidra Variety Paquete de 12,209.25,279.0,25.0,330 ML,No especificado,No especificado,México,No especificado,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTo3OTM0NjI5OTc1MjY2MTYzOjE3NTk1NjY5NjY6c3BfYXRmOjMwMDQwOTQ4NTQwMDkwMjo6MDo6&url=%2FStrongbow-Sidra-Variety-330-Paquete%2Fdp%2FB0D229KHNM%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1759566966%26sr%3D8-2-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,2025-10-04 02:36:15,True,330.0,0.6341,Medio-Bajo,parcial
Amazon,PACK 2 BOTELLAS DE CUATRO SOLES AFRUTADO,229.45,0.15,10.0,1500000 ML,No especificado,No especificado,No especificado,No especificado,https://www.amazon.com.mx/PACK-BOTELLAS-CUATRO-SOLES-AFRUTADO/dp/B08T6C3SV2/ref=sr_1_7?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-7,2025-10-04 02:36:20,True,1500000.0,0.0002,Medio-Bajo,parcial
Amazon,Intocables Las Moras Black Bot Violeta 750 mll,249.0,0.33,13.0,No especificado,Tinto,No especificado,No especificado,Malbec,https://www.amazon.com.mx/Las-Moras-Black-Malbec-Violeta/dp/B091Y3SDBQ/ref=sr_1_39?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-39&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-04 02:36:46,True,,,Medio-Bajo,parcial
Amazon,Smirnoff Electric Guava Vodka Origen Ruso Sabor Puro con Toque de Guayaba y Jengibre,257.0,289.0,11.0,750 ML,No especificado,No especificado,No especificado,No especificado,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTo3OTM0NjI5OTc1MjY2MTYzOjE3NTk1NjY5NjY6c3BfYXRmOjMwMDkyMjQ1MTgzNDgwMjo6MDo6&url=%2FSmirnoff-Electric-Origen-Guayaba-Jengibre%2Fdp%2FB0CN1T5HF1%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1759566966%26sr%3D8-1-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,2025-10-04 02:36:15,True,750.0,0.3427,Medio-Bajo,parcial
Amazon,Amazon Club del - Selección pasada,272.5,0.18,32.0,1000 ML,No especificado,No especificado,No especificado,No especificado,https://www.amazon.com.mx/Amazon-Club-del-Vino-Selecci%C3%B3n/dp/B0F4BZ4GK2/ref=sr_1_28?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-28,2025-10-04 02:36:38,True,1000.0,0.2725,Medio-Bajo,parcial
Amazon,Jp Chenet Classic,275.0,0.37,,750 ML,Tinto,No especificado,No especificado,Merlot,https://www.amazon.com.mx/Tinto-Jp-Chenet-Classic-Merlot/dp/B003CG2NI6/ref=sr_1_48?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-48&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-04 02:36:54,False,750.0,0.3667,Medio-Bajo,parcial
Amazon,Apothic red 750,278.85,0.37,15.0,750000 ML,Tinto,No especificado,No especificado,No especificado,https://www.amazon.com.mx/Vino-Tinto-Apothic-Red-750/dp/B006AKN4LG/ref=sr_1_44?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-44&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-04 02:36:50,True,750000.0,0.0004,Medio-Bajo,parcial
Amazon,Nueve Musas,299.0,0.27,,1125 ML,Tinto,No especificado,No especificado,Malbec,https://www.amazon.com.mx/Vino-Tinto-Nueve-Musas-Malbec/dp/B0CC6K878P/ref=sr_1_46?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-46&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-04 02:36:53,False,1125.0,0.2658,Medio-Bajo,parcial
Amazon,Portillo,309.0,25.75,,750 ML,Tinto,No especificado,Argentina,Malbec,https://www.amazon.com.mx/Tin-Portillo-Malbec-750/dp/B07LFKZT69/ref=sr_1_32?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-32&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-04 02:36:40,False,750.0,0.412,Medio,parcial
Amazon,Casillero Del Diablo Reserva Red Blend,321.0,0.43,7.0,750 ML,Tinto,No especificado,No especificado,No especificado,https://www.amazon.com.mx/Tinto-Casillero-Diablo-Blend-Rerserva/dp/B07CL1W6F7/ref=sr_1_55?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-55&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-04 02:37:00,True,750.0,0.428,Medio,parcial
Amazon,Casa Madero V Rosado,321.3,0.43,,750 ML,Rosado,No especificado,No especificado,No especificado,https://www.amazon.com.mx/Casa-Madero-Vino-Rosado-750/dp/B087765RJP/ref=sr_1_38?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-38,2025-10-04 02:36:46,False,750.0,0.4284,Medio,parcial
Amazon,Casal Mendes Espumoso Refrescante Frutal Notas De Piña Y Plátano Ideal Para Mariscos Pescados Bebidas Cócteles Cuerpo Equilibrado Alta Calidad Innovador Versátil,321.3,0.43,,750 ML,Rosado,No especificado,Europa,No especificado,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTo3OTM0NjI5OTc1MjY2MTYzOjE3NTk1NjY5NjY6c3BfYnRmOjMwMDY5NTIyNjk3NDUwMjo6MDo6&url=%2FCasal-Mendes-Refrescante-Equilibrado-Innovador%2Fdp%2FB0DP5FZ7C9%2Fref%3Dsr_1_58_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1759566966%26sr%3D8-58-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-10-04 02:37:03,False,750.0,0.4284,Medio,parcial
Amazon,Riunite 8 pack wine mix 6/ 2/200ml 8/CJ,339.0,339.0,10.0,187 ML,No especificado,No especificado,Emilia Romagna,No especificado,https://www.amazon.com.mx/Riunite-pack-wine-187ml-200ml/dp/B0DKPH1MPT/ref=sr_1_14?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-14,2025-10-04 02:36:25,True,187.0,1.8128,Medio,parcial
Amazon,MARTINI Espumoso Asti de Frescura y Calidad Producto de la familia Bacardí,350.35,0.47,32.0,750 ML,No especificado,No especificado,No especificado,No especificado,https://www.amazon.com.mx/Vino-Espumoso-Martini-Asti-750/dp/B017HJBZ3W/ref=sr_1_26?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-26&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-04 02:36:36,True,750.0,0.4671,Medio,parcial
Amazon,Cerveza Clara Corona Cero sin alcohol tipo pilsner 24 latas de disfruta su auténtico sabor ligeramente amargo y fresco con 00% de alcohol disfrútala fría,358.79,415.0,14.0,355 ML,No especificado,No especificado,Mexico,No especificado,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTo3OTM0NjI5OTc1MjY2MTYzOjE3NTk1NjY5NjY6c3BfbXRmOjMwMDcyNDI4NjI3NDAwMjo6MDo6&url=%2FCorona-Cero-24-Latas-355%2Fdp%2FB08ZJCGBP2%2Fref%3Dsr_1_24_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1759566966%26sr%3D8-24-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-10-04 02:36:34,True,355.0,1.0107,Medio,parcial
Amazon,Cerveza Jabalí Variety Pack 12 Botellas de,371.25,495.0,25.0,330 ML,No especificado,No especificado,Mexico,No especificado,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTo3OTM0NjI5OTc1MjY2MTYzOjE3NTk1NjY5NjY6c3BfYXRmOjMwMDQwOTQyOTc0MDAwMjo6MDo6&url=%2FJabal%25C3%25AD-Variety-Cerveza-Artesanal-Botellas%2Fdp%2FB0BVPC6TCX%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1759566966%26sr%3D8-3-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,2025-10-04 02:36:13,True,330.0,1.125,Medio,parcial
Amazon,Bread & Butter,372.0,0.5,33.0,750 ML,No especificado,No especificado,"California, EUA",Chardonnay,https://www.amazon.com.mx/Blanco-Bread-Butter-Chardonnay-750ml/dp/B00DW13I12/ref=sr_1_53?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-53,2025-10-04 02:36:59,True,750.0,0.496,Medio,parcial
Amazon,Casa Madero,375.0,0.5,9.0,750 ML,Blanco,No especificado,No especificado,Chardonnay,https://www.amazon.com.mx/Vino-Blanco-Casa-Madero-Chardonnay/dp/B07G5SW2TZ/ref=sr_1_29?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-29&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b,2025-10-04 02:36:38,True,750.0,0.5,Medio,parcial
Amazon,Bread & Butter,379.0,0.51,10.0,750 ML,No especificado,No especificado,"California, EUA",Cabernet Sauvignon,https://www.amazon.com.mx/Bread-Butter-Cabernet-Sauvignon/dp/B08TX6FYYP/ref=sr_1_17?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-17,2025-10-04 02:36:29,True,750.0,0.5053,Medio,parcial
Amazon,Bread & Butter,379.0,0.51,10.0,750 ML,No especificado,No especificado,América,Pinot Noir,https://www.amazon.com.mx/Bread-Butter-Pinot-Noir-750ml/dp/B01KW71FJA/ref=sr_1_36?dib=eyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw&dib_tag=se&keywords=vino&qid=1759566966&sr=8-36,2025-10-04 02:36:45,True,750.0,0.5053,Medio,parcial
Amazon,Loggia Dei Colli Pinot Nero - Venecia -,384.0,0.51,,750 ML,Tinto,Italia,No especificado,No especificado,https://www.amazon.com.mx/sspa/click?ie=UTF8&spc=MTo3OTM0NjI5OTc1MjY2MTYzOjE3NTk1NjY5NjY6c3BfYnRmOjMwMDc2NDM5NTEyNTYwMjo6MDo6&url=%2FTinto-Italiano-Loggia-Colli-Pinot%2Fdp%2FB0D883N24F%2Fref%3Dsr_1_60_sspa%3Fdib%3DeyJ2IjoiMSJ9.Apl8ytG3-n6VJAlGxrw9zHZcUX9s0yEH63SpR4ImvJDINfamhpCKXa7eGlRQS-ZpPMQ3xaRw2UR7i2xa5CcickdO6fGP561-R1nKSxEBLp1uasryHdK0Ezy_Ow4hSIvU13l6EJaU4ue_MQQ54ruR88OHz-0t_YjJJ33-rwm4m_tERLJ9T3OTUTZWoixpsFCAV68Ct1HnxIFqUVrcKAVaoiFdGPeo1SEaTYizkKLWOxgWb6TnWMGkt8K2JqsdXoHrLBBMvBV8ggRNUQhQKgAMtZDdHhdzLKHWQ4UuxocCSW0.ssIKXuy51vzX-SbZ_pfG-pgL5Zsf9FBVqOogHiFZscw%26dib_tag%3Dse%26keywords%3Dvino%26qid%3D1759566966%26sr%3D8-60-spons%26ufe%3Dapp_do%253Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-10-04 02:37:03,False,750.0,0.512,Medio,completo
